Go.	Gitmek.
I've been pretty busy.	Men mazaly başagaýdym.
I've got to phone Tom.	Men Toma jaň etmeli.
I've got to phone Tom.	Men Tom bilen jaňlaşmaly.
In fact, he loves her.	Aslynda ol ony söýýär.
Is it OK if I come in?	Girmek mümkinmi?
Is it OK to trust Tom?	Toma ynansañ bolýar.
It was unbearably hot.	Howa ýaramaz yssydy.
It's 2:30 by my watch.	Sagadyma görä 2:30.
It's your only chance.	Bu seniň ýeke-täk mümkinçiligiň.
Let's stop doing that.	Muny etmegi taşlaly.
Please sit over there.	Haýyş ol ýerde oturyñ.
She achieved her goal.	Ol öz maksadyna ýetdi.
She's a second grader.	Ol ikinji synp okuwçysy.
Somebody stole my car.	Kimdir biri meniň ulagymy ogurlady.
Thank you for waiting.	Garaşanyňyz üçin minnetdar.
Thank you for waiting.	Garaşanyň üçin minnetdar.
Thank you for waiting.	Garaşanyň üçin sag bol.
Thank you for waiting.	Garaşanyňyz üçin sag boluň.
That could take years.	Ol ýyllar alyp biler.
That game was awesome.	Oýun ajaýypdy.
That made me very sad.	Bu meni gaty gynandyrdy.
That makes me anxious.	Bu meni gaharlandyrýar.
That was a good guess.	Gaty gowy çaklama.
That's one of my cats.	Ol meniñ pisiklerimiñ birisi.
The goldfish is alive.	Altyn balyk ýaşaýar.
This is Tom's bicycle.	Bu Tomuň tigri.
Tom became a minister.	Tom häkim boldy.
Tom became very angry.	Tom örän gaharlandy.
Tom came to my rescue.	Tom maña kömege geldi.
Tom can't swim at all.	Tom ýüzüp bilmeýär.
Tom cried for an hour.	Tom bir sagat aglady.
Tom doesn't own a car.	Tomun mashyny yok.
Tom doesn't own a car.	Tom mashyn edinmedi
Tom has been decisive.	Tom belleýji boldy.
Tom is cooking dinner.	Tom agşamlyk bişirip otyr.
Tom is cooking dinner.	Tom agşamlyk taýýarlap otyr.
Tom is cooking dinner.	Tom oýlänlik taýýarlap otyr.
Tom is coughing again.	Tom ýene üsgürýär.
Tom is counting money.	Tom pul sanap otyr.
Tom is from the South.	Tom Günortaly.
Tom is from the South.	Tom Günortadan.
Tom is going home now.	Tom şu wagt öýüne gidip barýar.
Tom may do that later.	Tom muny soň edip biler.
Tom said he was alone.	Tom ýalñyzdygyny aýtdy.
Tom sold the bracelet.	Tom bilezigi satdy.
Tom was jealous of me.	Tom maňa gabanjaň boldy/ göriplik etdi.
Was Tom really boring?	Tom hakykatdanam iç gysgynçdymy?
We could write a book.	Biz kitap ýazyp bilerdik.
We work well together.	Biz bilelikde gowy işleýäris.
When was it purchased?	Ol haçan satyn alyndy?
You never believed me.	Sen maňa hiç ynanmadyň.
You ought not do that.	Sen şony etmeli däl.
You ought not do that.	Siz şony etmeli däl.
You recovered quickly.	Çalt sagaldyňyz.
You recovered quickly.	Çalt gowylaşdyňyz.
Are these your glasses?	Bu seniň äýnegiňmi?
Can we get started now?	Indi başlap bilerismi?
Can't anyone else come?	Biri gelmezligi başarýarmy?
Can't anyone else come?	Biri gelmän bilýärmi?
Can't anyone else come?	Birem gelip bilenokmy?
Can't anyone else come?	Bir adamam gelip bilenokmy?
Do you feel unbeatable?	Öziñi ýeñilmeýän duýýañmy?
Does she speak English?	Iňlisçe gepleýärmi?
Does she speak English?	Iňlisçe gürleýärmi?
Don't let this get wet.	Çyglandyrmaň.
Excuse us for a minute.	Bir minut rugsat beriň.
He is thirty years old.	Ol otuz ýaşynda.
He's a very clever boy.	Ol örän akylly oglanjyk.
How long do frogs live?	Gurbagalar näçe wagt bäri ýaşaýar?
How long do frogs live?	Gurbagalar näçe wagtlap ýaşap ýör?
How long do frogs live?	Gurbagalar näçe wagt ýaşaýar?
I bought a new printer.	Men täze printer satyn aldym.
I can't come right now.	Men şu wagt gelip bilmerin.
I could barely breathe.	Men zordan howa alyp bilýärin.
I didn't spend a penny.	Men teññämi sowmadym
I don't see your point.	Men seniň maksadyňa düşünemok.
I don't see your point.	Men siziň maksadyňyza düşünemok.
I have a thing for Tom.	Meniñ Toma duýgym bar.
I hope Tom isn't tired.	Umyt edýärin Tom ýadan däldir.
I hope Tom isn't tired.	Tom ýadaw däldir diýip umyt edýärin.
I love cooking for you.	Seniñ üçin nahar taýýarlamagy gowy görýärin.
I should've known that.	Men şony bilmelidim.
I thought it went well.	Onuñ gowy gidýändigini oýlandym.
I'll miss my teammates.	Men öz topardaşlarymy küýseýärin.
I'm applying for a job.	Men işe girmek üçin arza ýazdym.
I'm listening to music.	Men saz diňleýärin.
I'm listening to music.	Men saz diňläp otyryn.
I'm more than a friend.	Men dostdan köprägi.
I'm writing a new book.	Men taze kitap yazyaryn.
I've done nothing else.	Başka hiç zat etmedim.
I've seen children die.	Çagalaryñ ölenini gördüm.
Is any of it dangerous?	Haýsy hem bolsa biri howplymy?
Is it all resolved now?	Olaryň hemmesi indi çözüldimi?
Is it in working order?	Işlemek tertibindemi?
Is that asking so much?	Bu köpmi soraýar?
Is the pain unbearable?	Agyry ýaramazmydy?
Is this a rare problem?	Bu üýtgeşik meselemidir?
Is this fear justified?	Bu gorky dogrymy?
Is this the right time?	Bu dogry wagtmy?
It can't end like this.	Bu munuñ ýaly gutaryp bilmez.
It may take many years.	Bu ýyllary alyp biler.
It's no trouble at all.	Bu hiç hili mesele däl.
Just follow your heart.	Diňe ýüregiňi diňle.
May I borrow your bike?	Welosipediňi wagtlaýyn alyp bilerinmi?
May I borrow your bike?	Welosipediňizi wagtlaýyn alyp bilerinmi?
Money's a little tight.	Pul ýagdaýy biraz kynçylykly.
No one knew what to do.	Hiç kim näme etmelidigini bilenokdy.
Nobody came to help me.	Hiç kim maňa kömek etmäge gelmedi.
Nothing more is needed.	Başga hiç zat gerek däl.
Please be more patient.	Haýyş biraz sabyrly bol.
She stopped teasing me.	Ol maña sataşmagyny goýdy.
Shouting isn't singing.	Gygyrmak aýdym aýtmak däl
Thank you for the cake.	Tort üçin sag bol
Thank you for the cake.	Tort üçin sag boluň
The building's on fire.	Bina ýanýar.
There's someone inside.	Içinde biri bar.
These pearls look real.	Bu göwherler hakyky ýaly görünýär.
This is not a sentence.	Bu bir sözlem däl.
This is not a sentence.	Bu sözlem däl.
This soup is delicious.	Bu çorba tagamly.
Those are your choices.	Bular seniň saüýlawlayň.
Tom had a bad headache.	Tomuň erbet kellagyrysy bardy.
Tom has a nasty temper.	Tomyň ýigrenji häsiýeti bar.
Tom has questions, too.	Tomuňam soraglary bar.
Tom has questions, too.	Tomuň soraglaram bar.
Tom hugged his parents.	Tom öz ene-atasyny gujaklady.
Tom likes Swiss cheese.	Tom Şweýsariýa peýnirini halaýar.
Tom lives a quiet life.	Tom asuda durmusda yasayar.
Tom looks very healthy.	Tom örän sagdyn gorünýär.
Tom majored in geology.	Tom geologiýa bolümine ýazyldy.
Tom might be terrified.	Tomuň ýüregi ýarylan bolsa gerek.
Tom needs some therapy.	Tomyň azajyk terapeýa islegi bar.
Tom told me to shut up.	Tom maňa sesiňi kes diýip aýtdy.
Tom used to wear a wig.	Tom parik geýerdi.
Tom was close to tears.	Tom aglajakdy.
Tom went to the office.	Tom ofise gitdi.
Was Tom seriously hurt?	Tom gaty ýaralandymy?
We don't get much rain.	Bizde kän ýagyş ýaganok.
We'll have fun with it.	Biz oñ bilen hezil ederis.
We're all very excited.	Biziň hemmämiz tolgunýarys.
We're husband and wife.	Biz är we aýal.
We're pretty near done.	Biz işimizi bolup barýarys.
We're still doing well.	Biz henizem gowy.
What beautiful weather!	Nähili gowy howa!
What beautiful weather!	Howa ajaýyp!
What beautiful weather!	Howa örän gowy!
Where's the toothpaste?	Diş pasta nirede?
Why did Tom want to go?	Näme üçin Tomuň gidesi geldi?
Why don't you remember?	Näme üçin ýatlamaýarsyň?
Will you drive me home?	Meni öýüme eltersiňmi?
You are a good student.	Sen gowy okuwçy.
You did that all right.	Sen ony dogry etdiñ.
You missed your chance.	Sen öz mümkinçiligiňi ýitirdiň.
You must get up at six.	Sen sagat altyda turmaly.
You must get up at six.	Siz sagat altyda turmaly.
You need more practice.	Saña köpüräk praktika gerek
You need more practice.	Size köpüräk praktika gerek
Are you listening to me?	Diňleýärsinmi meni?
Are you listening to me?	Diňleýärmisiň meni?
Are you listening to me?	Meni diňleýärmisiňiz?
Are you listening to me?	Meni diňleýärsiňizmi?
Are you really Canadian?	Sen çyndanam Kanadalymy?
Both teams are unbeaten.	Her iki topar hem täzedi.
Can you count the stars?	Sen ýyldyzlary sanap bilýärsiňmi?
Can you play chess well?	Sen küşt oýnamakda oñatmy?
Can you play chess well?	Sen küşti gowy oýnap bilýäñmi?
Could you come and help?	Sen gelip kömek edip bilýäñmi?
Could you come and help?	Siz gelip kömek edip bilýäñizmi?
Didn't you recognize me?	Sen meni tanamadyñmy?
Do you love your mother?	Ejeňi gowy görýärsiňmi?
Do you love your mother?	Ejeňizi gowy gorýärsiňizmi?
Do you love your mother?	Ejeňi gowy görýäňmi?
Don't read in this room.	Bu otagda okama.
He acted like a lunatic.	Samsyk ýaly hereket etdi.
He is tall and handsome.	Ol oglan uzyn boýly we gelşikli.
He's always complaining.	Ol (oglan) hemişe şikaýat edip ýör.
Here's my business card.	Meniñ biznes kartym bu ýerde.
I can't do that tonight.	Men ony şu agşam edip biljek däl.
I can't do that tonight.	Men ony şu gün agşam edibilmerin.
I can't take your money.	Men siziň puluňyzy alybilmerin.
I can't take your money.	Men seniň puluňy alybilmerin.
I don't like this candy.	Men bu süýjini halamok.
I eat oatmeal every day.	Men süle ýarmasyny günde iýýän.
I gave Tom a small wave.	Men Toma elimi çalaja buladym
I had to tell the truth.	Men hakykady aýtmalydym.
I haven't even told Tom.	Men intäk Toma aýtmadym
I heard the pay is good.	Men tölegiň gowydygyny eşitdim.
I know that Tom is dead.	Men Tomuň ölendigini bilýärin.
I know what Tom is like.	Men Tomuň näme halaýandygyny bilýärin.
I really like you a lot.	Men seni hakykatdanam gaty gowy görýärin.
I saw you spying on Tom.	Tomy gizlenip diňleýändigini gördüm.
I see fear in your eyes.	Gözleriňde gorky görýärin.
I think I'm a lucky guy.	Men bagtly oglan diýip pikir edýärin.
I told you I'd help you.	Saňa kömek ederin diýip aýtdyma.
I told you not to worry.	Men saña alada etme diýdim.
I want to see you later.	Men seni soñurak göresim gelýär.
I won't take your money.	Men seniñ puluñy almaryn
I won't take your money.	Men siziñ puluñyzy almaryn.
I'll join you all later.	Men size soñurak goşularyn.
I'm not really prepared.	Hakykardan hem taýýar däl men.
Is that all I am to you?	Men seniñ üçin şumy?
Is that all I am to you?	Bularyñ hemmesimi men seniñ üçin?
It's a Canadian company.	Bu Kanadaly kompaniýa.
It's just not what I do.	Bu diňeje meniň edýän zadym däl.
My answer matches yours.	Meniň jogabym seniňki bilen gabat gelýär.
My front tooth fell out.	Meniñ öñümdäki dişim düşdi.
My wife is a vegetarian.	Meniň aýalym wegetarian
Now I understand it all.	Indi men ähli zada düşünýärin.
Please close the fridge.	Haýyşt, sowadyjynyñ gapysyny ýapaýda.
Please close the fridge.	Sowadyjynyñ gapysyny ýapaýda.
Please close the fridge.	Sowadyjyny ýapaýda, haýýşt.
Please close the fridge.	Sowadyjynyñ gapysyny ýapaýda, haýyşt.
Please don't leave town.	Haýyş, şäheri taşlama.
Screaming isn't singing.	Çyñkyrmak aýdym aýtmak bolmaýar
She has to stop smoking.	Ol çilim çekmekligi bes etmelidir.
She has to stop smoking.	Ol çilim çekmekligi taşlamalydyr.
Sickness changes people.	Ýaramazlyk adamlary üýtgedýär
Sickness changes people.	Hassalyk adamlary üýtgedýär
That isn't what I meant.	Bu meniň göz öňünde tutan zadym däl.
That makes it difficult.	Bu kynlaşdyrar.
That would be a tragedy.	Bu betbagtçylyk bolardy.
The heat was unbearable.	Ysy ýaramazdy.
The heat was unbearable.	Yssa çydar ýaly däldi.
The maid served the tea.	Hyzmatkär zenan çaý getirişdirdi.
The price is reasonable.	Baha kanagatlanarly.
There's no hope for you.	Siziň üçin hiç hili umyt ýok.
There's no hope for you.	Seniň üçin hiç hili umyt ýok.
They're still in Boston.	Olar henizem Bostonda.
This chair is too small.	Bu oturgyç örän kiçi
Three people are absent.	Üç adam ýok.
Tom and I are soulmates.	Tom bilen men göwündeş.
Tom and I lost our jobs.	Tom bilen men işlerimizi ýitirdik.
Tom and Mary both cried.	Tom bilen Meriniň ikisem aglady.
Tom did badly at school.	Tom mekdepde erbet okady.
Tom did badly at school.	Tom mekdepde gowy okamady.
Tom didn't ask anything.	Tom hiç zat soramady.
Tom didn't get anything.	Tom hiçbir zat alyp bilmedi.
Tom is absolutely wrong.	Tom bütinleý ýalňyşýar.
Tom is beginning to cry.	Tom aglap başlaýar.
Tom isn't feeling great.	Tom özüni gaty bir gowy duýanok.
Tom knew I was involved.	Tom meniň goşulandygymy bildi.
Tom knew I was involved.	Tom meniň goşulandygymy bilýärdi.
Tom lent me three books.	Tom maňa karzyna üç kitap berdi.
Tom licked his dry lips.	Tom gury dodaklaryny ýalady.
Tom needs more practice.	Toma köpüräk praktika gerek
Tom never said one word.	Tom hiç haçan ýeke söz aýtmandy.
Tom repaired my bicycle.	Tom meniň welosipedimi bejerdi.
Tom said he didn't mind.	Tom oňa parhy ýokdygyny aýtdy.
Tom studied Mary's face.	Tom Marynyñ ýüzüni derñedi.
Tom supports his family.	Tom maşgalasyna kömek edýär.
Tom survived the attack.	Tom uruşdan sag gutuldy.
Tom tried to trick Mary.	Tom Maryny oynajak boldy.
Tom was important to me.	Tom meniñ üçin wajypdy.
Tom wasn't really tired.	Tom gaty ýadaw däldi.
Tom wasn't very patient.	Tom gaty bir sabyrly däldi.
Tom went to sleep happy.	Tom begenip ýatdy.
Tom will be embarrassed.	Tom utanar.
Tom worked all day long.	Tom uzynly gün işledi.
Tom worked all day long.	Tom bütin gün işledi.
Tom worked all day long.	Tom uzakly gün işledi.
Tom would want us to go.	Tom biziň gitmegimizi islärdi.
Tom, you should go, too.	Tom senem gitmeli.
Watch out for the steps.	Ädimlere dykkatly garaň.
We could stop somewhere.	Biz bir ýerde durup bilerdik.
We have ambitious plans.	Höwesli planlarymyz bar.
We just want to go home.	Biz diňe öýe gitmek isleýäris.
We need to speak to Tom.	Biziň Tom bilen gürleşmegimiz gerek.
We need to speak to Tom.	Bize Tom bilen gürleşmek gerek.
We're not here to judge.	Biz bu ýere günäkärlemäne gelemzok.
What advice do you have?	Nähili maslahat berip bilersiňiz?
What was Tom working on?	Tom nämäniň üstünde işleýärdi.
What's happening to Tom?	Tom näme bolýar?
Where was Tom yesterday?	Tom düýn nirededi?
Why haven't you told us?	Näme üçin bize aýtmadyñ?
Write your name in full.	Adyňy doly ýaz.
You can't come tomorrow.	Ertir gelip bilmeýeň.
You have a lot of nerve.	Gaty gaharlysyň.
You must be pretty rich.	Siz ep-esli baý bolmaly.
You must be pretty rich.	Sen ep-esli baý bolmaly.
You should come as well.	Sen gelmeli bolýañ
You should come as well.	Siz şeýlede gelmeli.
Your website looks good.	Seniñ websaýtyñ gowy gözükýär.
A chauffeur sat in front.	Bir sürüji öñdaki kreslo oturdy.
Are you sure it'll be OK?	Señ hemme zadyñ gowy boljagyna ynamyñ barmy?
Are you sure you're sick?	Kesel bolanyňa ynanýaňmy?
Did you just call me old?	Sen maña garry diýdiñmi?
Do you ever speak French?	Sen Fransuzça gepleşip gördüñmi?
Do you have a girlfriend?	Gyz dostuň barmy?
Do you have a girlfriend?	Seniñ söýgüliñ barmy?
Do you still play tennis?	Henizem tennis oýnaýarmysyňyz.
Don't sit on these boxes.	Bu gutularyñ üstünde oturma.
Every member must attend.	Hemme adam gatnaşmaly.
Everything went smoothly.	Hemme zat ýolunda boldy.
Four plus three is seven.	Dört goşmak üç ýedi bolýar.
He has never played golf.	Ol hiç haçan golf sportuny oýnap görmedi.
He married a pretty girl.	Ol gowuja bir gyza durmuşa çykdy.
He slowly raised the gun.	Ol ýuwaşlyk bilen tüpeňini/pistoledini galdyrdy.
How much is this T-shirt?	Bu fudbolka näçeden?
I baked Tom some cookies.	Toma birnäçe köke bişirdim.
I bought the TV from her.	Men telewizory ondan satyn aldym.
I broke one of your mugs.	Men siziň käseleriňiz birini döwdüm.
I brought you some candy.	Saňa biraz şeker alyp getirdim.
I called Tom on his cell.	Tomy öýjükli telefonundan jaň etdim.
I came home empty handed.	Men öýe elim boş geldim.
I can't lie to Tom again.	Men Toma ýene ýalan sözläp bilmerin.
I decided to be a doctor.	Lukman bolmak kararyna geldim.
I didn't ask Tom to sing.	Men Tom-a aýdym aýt diýmedim.
I don't like all of them.	Men olaryñ hemmesini halamaýaryn.
I don't travel very much.	Men kän syýahat etmeýärin.
I get homesick sometimes.	Kä wagt öýi küýseýärin.
I have a jealous husband.	Meniň gabanjaň ýoldaşym bar.
I have a stupid question.	Meniň samsyk soragym bar.
I have no way of knowing.	Sen hiç hili ýol bilen bilip bileñok.
I have nothing to do now.	Meniň häzir etmäge hiç zadym ýok.
I have nothing to do now.	Meniň häzir edere hiç zadym ýok.
I have so many questions.	Meniň köp soragym bar.
I have too much homework.	Meniñ gaty kän öý işim bar.
I have too much homework.	Meniñ öý işim örän kän.
I just want to disappear.	Diňe ýitirim bolmak isleýärin.
I knew you'd like Boston.	Bostony halajakdygyňy bilýärdim.
I must do that carefully.	Men muny ünsli etmeli.
I must've made a mistake.	Men ýalñyşlyk goýberen bolmaly.
I put cream in my coffee.	Men kofäme gaýmak goşýaryn.
I saw Tom in the hallway.	Tomy koridord gördüm.
I saw Tom take your keys.	Tomuň seniň açarlaryňy alandygyny gördüm.
I saw what was happening.	Näme boladygyny gördüm.
I saw you give it to Tom.	Men ony Toma bereniñi gördüm.
I saw you staring at Tom.	Toma seredendigiňi gördüm.
I thought I'd wear a tie.	Galstuk dakaryn diýip düşündim
I wasn't very busy today.	Men bu gün kän iş bilen meşgul bolmadym.
I worked late last night.	Düýn gije giç wagtlarda işledim.
I'm a very good listener.	Men örän gowy diňleýji.
I'm not a morning person.	Azan adamy däl men
I'm speechless right now.	Men şu wagt gürlemäne söz tapamok.
Is it a crime to do that?	Ony etmek jenaýatmy?
It would be worth trying.	Ol synanşanyña deger.
It's always cold in here.	Bu ýeri hemişe sowuk.
It's out of your control.	Ol seniň eliňde däldir.
It's still light outside.	Daşary henizem ýagty.
Let's play cards instead.	Munuň ýerine karta oýnaly.
She doesn't look her age.	Ol(gyz) seniň ýaşyňa garanok.
The cat is in its basket.	Pişik öz sebedinde.
The meat's not ready yet.	Et entäk taýýar däl.
This article is nonsense.	Bu hekaýa bolgusyz
This is something I made.	Bu meniñ eden zadym
Three people are missing.	Üç adam ýetenok.
Today is not good for me.	Şu gün meniň üçin gowy däl.
Tom and Mary are unusual.	Tom bilen Meri üýtgeşik.
Tom became quite wealthy.	Tom boldugyça baý boldy.
Tom didn't mean to do it.	Tom muny etmegi göz önüňde tutmandy.
