I'm OK.	Mən yaxşıyam.
Tom picked up his ukulele and started to sing.	Tom ukulelesini götürdü və oxumağa başladı.
Tom says that he has never eaten an artichoke.	Tom deyir ki, heç vaxt ənginar yeməyib.
Tom told me he wanted to go mountain climbing.	Tom mənə dedi ki, o dağ dırmanışına getmək istəyir.
Tom tried opening the door, but it was locked.	Tom qapını açmağa cəhd etdi, amma o bağlı idi.
Which is the platform for the train to Boston?	Bostona gedən qatar üçün olan platforma hansıdır?
You'll be scolded when your mother comes home.	Anan evə gələndə danlanacaqsan.
After the revolution, France became a republic.	İnqilabdan sonra Fransa respublika oldu.
He was living in London when the war broke out.	Müharibə başlayanda o, Londonda yaşayırdı.
I don't have enough money to buy a new bicycle.	Yeni bir velosiped almaq ücün kifayət qədər pulum yoxdur.
I think that it would be better if you hurried.	Məncə tələssən yaxşı olardı.
I'm not a teacher and don't want to become one.	Mən müəllim deyiləm və heç olmaq da istəmirəm.
Is there anything to drink in the refrigerator?	Soyuducuda içməyə bir şey var?
Maybe that wasn't the best thing to say to Tom.	Bəlkə o, Toma deyiləcək ən yaxşı şey deyildi.
No amount of training can prepare you for this.	Nə qədər çox çalışsan da, buna hazır ola bilməzsən.
Texting while crossing the street is dangerous.	Yolu keçərkən mesaj yazmaq təhlükəlidir.
Thousands of foreigners visit Japan every year.	Minlərlə əcnəbi hər il Yaponiyanı ziyarət edir.
Tom didn't have any reason not to believe Mary.	Tomun Meriyə inanmamağa heç bir səbəbi yox idi.
Tom doesn't remember the last time he saw Mary.	Tom Mary-ni sonuncu dəfə gördüyü zamanı xatırlamır.
Tom might go to the zoo with Mary next weekend.	Tom gələn həftə Mary ilə zooparka gedə bilər.
Tom stayed with me until the ambulance arrived.	Təcili yardım gələnə qədər Tom mənimlə qaldı.
We learned that the moon goes around the earth.	Biz öyrəndik ki, ay yerin ətrafında fırlanır.
A civil war began in Bosnia-Herzegovina in 1992.	1992-ci ildə Bosniya və Herseqovinada vətəndaş müharibəsi başladı.
He was not completely satisfied with the treaty.	O, müqavilədən tam razı qalmadı.
I spoke slowly so that they could understand me.	Mən yavaş danışdım ki onlar məni başa düşə bilsinlər.
I've been trying to imagine my life without you.	Həyatımı sənsiz təsəvvür etməyə çalışırdım.
If you had a million dollars, what would you do?	Əgər bir milyon dolların olsaydı nə edərdin?
The police accused her of texting while driving.	Polis onu avtomobil sürərkən mesaj yazmaqda günahlandırdı.
If you want to participate, you have to register.	Əgər iştirak etmək istəyirsinizsə, qeydiyyatdan keçməlisiniz.
Our math teacher drew a circle on the blackboard.	Bizim riyaziyyat müəllimimiz lövhədə bir çevrə çəkdi.
The capital city of the Netherlands is Amsterdam.	Niderlandın paytaxtı Amsterdam şəhəridir.
The climate of Japan is not like that of England.	Yaponiyanın iqlimi İngiltərəninki kimi deyil.
This stone was so heavy that I could not lift it.	Bu daş elə ağır idi ki, onu qaldıra bilmədim.
Tom doesn't know if Mary wants to do that or not.	Tom Məryamın bunu etmək istəyib-istəməməsini bilmir.
Tom is eager to go to the hospital to visit Mary.	Tom xəstəxanaya gedib Mariyə baş çəkməyə istəklidir.
Tom says he's been thinking about what Mary said.	Tom deyir ki, o Mary-nin dedikləri barədə düşünür.
Who translated this poem into the Tajik language?	Bu şeiri kim tacik dilinə tərcümə edib?
How do you know the same thing won't happen again?	Eyni şeyin yenə baş verməyəcəyini hardan bilirsən?
I think I'll go to Australia the month after next.	Məncə Avstraliyaya gələn yox, ondan sonrakı ay gedəcəm.
In Britain, the banks open at 9:00 in the morning.	Britaniyada banklar səhər saat 9-da açılır.
Jupiter is the largest planet in the Solar System.	Yupiter günəş sistemində ən böyük planetdir.
The village in which he was born is far from here.	Onun doğulduğu kənd buradan uzaqdır.
Tom thinks that he speaks French better than Mary.	Tom fikirləşir ki, o Mary-dən daha yaxşı fransızca danışır.
I'm sure that I drank more than Tom did last night.	Mən əminəm ki, dünən Tom-un içdiyindən daha çox içdim.
Out of twenty students, only one has read the book.	İyirmi tələbədən ancaq biri kitabı oxuyub.
Please get in touch with me when you come to Tokyo.	Zəhmət olmazsa Tokioya gələndə mənimlə əlaqə saxla.
She tried to look much younger than she really was.	O, olduğundan xeyli cavan görünməyə çalışırdı.
Today's breakfast was dried mackerel and miso soup.	Bugünkü səhər yeməyi qurudulmuş skumbriya və miso supu idi.
Tom laughed so much that tears ran down his cheeks.	Tom o qədər güldü ki, gözlərindən yanaqlarına göz yaşları axdı.
Tom says he doesn't want to live like this anymore.	Tom deyir ki, daha belə yaşamaq istəmir.
Can you briefly sum up what was said at the meeting?	İclasda nə danışıldığını qısaca deyə bilərsən?
Can you briefly sum up what was said at the meeting?	İclasda nə danışıldığını qısaca deyə bilərsiniz?
Even if Tom had wanted to do that, he wouldn't have.	Hətta Tom bunu etmək istəsə belə, edə bilməzdi.
Iran is the eighteenth largest country in the world.	İran ərazisinin böyüklüyünə görə dünyada on səkkizinci yeri tutur.
It's going to rain soon. Look at those black clouds.	Tezliklə yağış yağacaq. O qara buludlara bir bax.
He brought us a small gift each time he called on us.	O hər dəfə bizi ziyarət edəndə kiçik bir hədiyyə gətirirdi.
He went to Austria for the purpose of studying music.	O musiqi təhsili almaq məqsədiylə Avstriyaya getdi.
Many people go to South Dakota to see Mount Rushmore.	Çox adam Cənubi Dakotaya Raşmor dağını görməyə gedir.
I don't think that Tom will be at home this afternoon.	Tomun bu günortadan sonra evdə olacağını düşünmürəm.
Nobody having any more to say, the meeting was closed.	Heç kimin daha deyəcək bir şey qalmadığı üçün, iclas bağlandı.
Tom doesn't know the difference between Iraq and Iran.	Tom İraq və İran arasındakı fərqi bilmir.
All horses are animals, but not all animals are horses.	Bütün atlar heyvandırlar amma bütün heyvanlar at deyil.
I think this is the only way to get rid of cockroaches.	Düşünürəm ki, tarakanlardan qurtulmağın tək yolu budur.
I used to go fishing with my father when I was a child.	Mən uşaq olanda atamla balıq tutmağa gedərdim.
The climate of England is milder than that of Scotland.	İngiltərənin iqlimi Şotlandiyanınkından daha mülayimdir.
We don't know if her parents will come tomorrow or not.	Biz bilmirik onun valideynləri sabah gələcəklər ya yox.
I've never been to Spain. However, I have been in Italy.	Mən heç vaxt İspaniyada olmamışam. Amma İtaliyada olmuşam.
The Federal Republic of Germany was established in 1949.	Almaniya Federativ Respublikası 1949-cu ildə yaradılıb.
How will you convince Tom to lend you the money you need?	Ehtiyacın olduğu pulu sənə borc verməsi üçün Tom-u necə razı salacaqsan?
The teacher asked me how the moon differs from the earth.	Müəllim məndən ayın yerdən necə fərqləndiyini soruşdu.
There are many politicians who don't keep their promises.	Vədlərində durmayan çoxlu siyasətçilər var.
Tom and his friends play poker almost every Friday night.	Tom və onun dostları demək olar hər Cümə gününün axşamı poker oyanyırlar.
Tom opened the door quietly, so he wouldn't wake Mary up.	Tom qapını sakitcə açdı ki, Mary-ni oyatmasın.
When he goes out, he asks me to keep an eye on his house.	O gedəndə evinə nəzarət etməyimi xahiş edir.
Now that you are eighteen, you can get a driver's license.	İndi, madam ki on səkkiz yaşın var, sürücülük vəsiqəsi ala bilərsən.
Madrid is the capital of Spain and its most important city.	Madrid İspaniyanın paytaxtı və ən vacib şəhəridir.
I'm not going to tell you what happened until you calm down.	Sən sakitləşənə kimi mən nə baş verdiyini sənə deməyəcəm.
Kinshasa is the capital of Democratic Republic of the Congo.	Kinşasa Konqo Demokratik Respublikasının paytaxtıdır.
Put your hand over your mouth when you cough, sneeze or yawn.	Öskürəndə, asqıranda və ya əsnəyəndə əlini ağzına tut.
You know that I'm not supposed to do that anymore, don't you?	Sən bilirsən ki, mən artıq bunu etməyə məcbur deyiləm, elə deyil?
We're not exactly friends, but we're not exactly enemies either.	Biz tam olaraq dost deyilik, ancaq tam olaraq düşmən də deyilik.
I've already told Tom that he doesn't need to come here tomorrow.	Mən artıq Toma sabah bura gəlməyinə ehtiyac olmadığını demişəm.
Tom said that Mary thought John might need to do that by himself.	Tom bildirdi ki, Mary John'un bunu tək etməli ola biləcəyini düşünür.
I put an advertisement in the newspaper saying my house was for sale.	Mən qəzetdə evimin endirimdə olduğuna dair elan yerləşdirdim.
Tom would like to have stayed for dinner, but he had to go back to work.	Tom şam yeməyinə qalmaq istəyərdi, amma işə geri dönməliydi.
Everywhere he went, he taught love, patience, and most of all, non-violence.	O getdiyi hər yerdə sevgini, səbri və ən önəmlisi, şiddətdən uzaq durmağı öyrətdi.
I visited Paris, but I didn't climb the Eiffel tower, since I'm afraid of heights.	Mən Parisə səyahət etdim, ancaq yüksəklikdən qorxduğum üçün Eyfel qülləsinə çıxmadım.
